MLS #,Acres,Basement Finished,Under Contract Date,Effective Date Of The Listing Agreement,List Price,Basement Square Feet,Sold Concessions,Sold Date,Sold Price,Sold Terms,Tax ID,Total Bedrooms,Total Full Bathrooms,Total Half Bathrooms,Total Three-quarter Bathrooms,Total Fireplaces,Total Kitchens,Total Laundry Rooms,Total Square Feet,Year Built,Road Condition,Accessability,Address
113467,0.12,0.0,2025-11-06,2025-10-09,319000,0,0,2025-11-19,313000.0,CASH,B-1791-0040-0000,3,2,0,0,0,1,1,1290,2006,Paved,Year Round,1410 S Northern View Drive
113509,0.24,95.0,2025-11-01,2025-10-11,575000,1745,17000,2025-11-24,582000.0,CONV,B-1801-0014-0000,6,3,0,0,1,1,1,3490,2016,Paved,Year Round,156 S 4050 W
113546,0.23,90.0,2025-10-16,2025-10-14,335000,1350,0,2025-11-10,340000.0,CONV,B-1151-0003-0014,5,3,0,0,1,1,1,2700,1975,Paved,Year Round,995 S Cedar Knolls West
109447,0.33,0.0,2024-12-23,2024-12-19,475000,0,28082,2025-02-05,496082.0,FHA,B-2028-0010-0000,3,2,0,0,1,1,1,1707,2024,Paved,,3822 W 925 N
109646,0.0,0.0,2025-03-15,2025-01-17,134450,0,0,2025-04-07,127000.0,CASH,A-1176-0002-0004,0,1,0,0,1,1,1,420,1984,Paved,,464 N Hwy 143 #A204
109647,0.18,100.0,2025-03-14,2025-01-18,489000,0,10000,2025-04-14,465000.0,CONV,B-1613-0018-0000,3,2,1,0,1,1,1,1978,1999,Paved,,681 S Legacy Park Avenue (2200 W) W
101545,1.07,0.0,2024-11-22,2023-03-01,1475000,0,0,2025-02-20,1380000.0,CONV,B-1824-0027-0000,3,2,1,0,2,1,1,3400,2022,Paved,,1702 S 4450 W
109782,0.0,0.0,2025-01-31,2025-01-31,223000,0,0,2025-02-26,221000.0,CONV,A-1176-000B-0213,1,1,0,0,1,1,1,658,1984,Paved,Year Round,464 N HWY 143 #B213
108976,0.18,100.0,2025-05-16,2024-10-29,310000,973,0,2025-06-18,302000.0,CASH,B-0005-0001-0008,3,2,0,0,1,1,1,2039,1976,Paved,,354 N 1500 W
111798,0.41,0.0,2025-06-27,2025-06-12,397000,0,11900,2025-07-30,403900.0,VA,A-0974-0139-0000,3,2,0,0,0,1,1,1435,2020,Paved,Year Round,4430 N Gold Dust Trail
109003,0.02,100.0,2025-02-21,2024-11-01,379000,405,0,2025-03-19,0.0,CONV,B-2041-0004-000D,4,3,1,0,0,1,1,2272,2024,Paved,Year Round,665 E 2015 #4D N
112114,0.24,10.0,2025-08-16,2025-07-05,528315,1939,0,2025-09-19,528315.0,CONV,B-1857-0027-0096,3,2,0,0,0,1,1,3731,2025,Paved,Year Round,576 S Cedar Creek 96 Drive
103344,0.03,0.0,2024-11-14,2023-07-25,139900,0,0,2025-03-10,139900.0,CASH,A-0504-0003-0003-06,1,1,0,0,0,1,1,451,2019,Paved,Year Round,306 Beth
104305,0.43,100.0,2025-05-14,2023-10-10,584000,1522,0,2025-05-28,560000.0,CASH,A-0954-0019-0000,5,3,0,0,0,1,1,3102,2016,Paved,,3367 Westward Avenue
104762,0.0,0.0,2025-02-11,2023-11-24,725000,0,0,2025-03-17,715000.0,CONV,A-1205-0007-000A,3,3,0,0,1,1,1,2145,2006,Paved,,270 S Highway 143 #7A
104855,0.47,100.0,2024-07-23,2023-12-05,695000,672,0,2025-01-16,687000.0,CASH,A-1138-0047-0000,3,3,0,0,2,1,1,2198,1998,,Year Round,661 N Aspen Drive
104894,0.34,80.0,2025-01-31,2023-12-12,749000,2567,0,2025-02-21,0.0,CASH,B-1746-0016-0000,7,6,0,0,1,1,1,6329,2005,Paved,,578 S Josie Circle
105307,0.24,100.0,2025-01-25,2024-01-29,429900,1430,1500,2025-02-14,405000.0,CASH,B-1160-0004-0001,5,3,0,0,1,1,1,2860,1999,Paved,Year Round,2196 W Saddleback Drive
105392,0.0,0.0,2025-01-14,2024-02-05,729000,0,0,2025-01-31,670000.0,CASH,A-1200-0AC4-0000,4,3,0,0,1,1,1,3048,2006,Paved,,74 W Ridge View #ac4 Street
105394,0.18,0.0,2025-01-01,2024-02-05,450000,0,300,2025-02-07,445500.0,CONV,B-1999-0039-0000,3,2,0,0,0,1,1,1631,2018,,Year Round,95 York N
112294,0.11,0.0,2025-07-25,2025-07-17,339000,0,5000,2025-08-22,339000.0,FHA,B-1873-0001-0000,3,2,1,0,1,1,1,1780,2006,,Year Round,7 E 820 S
105968,0.1,0.0,2025-04-20,2024-03-12,399900,0,0,2025-07-18,379030.0,CASH,B-1895-0007-0000,2,2,0,0,1,1,1,1734,2008,Paved,,2405 W Crescent Heights Dr
106307,1.23,0.0,2024-05-11,2024-04-10,425000,0,10000,2025-01-28,465000.0,VA,D-0456-1283-0000,4,2,0,0,0,1,1,2990,2024,Unimproved,Year Round,6388 N 3975 W
106502,0.56,20.0,2025-03-13,2024-04-22,789990,1896,0,2025-04-07,765000.0,CONV,B-1894-0008-0000,4,2,1,0,1,1,1,3827,2024,Paved,Year Round,1771 S 4150 W
106583,0.27,0.0,2024-11-11,2024-04-30,408500,0,0,2025-01-03,397000.0,CASH,A-0798-0037-0000,3,2,0,0,0,1,1,1432,2024,Paved,Year Round,4898 N Winchester Drive
106618,0.02,0.0,2025-04-04,2024-05-01,259900,0,0,2025-05-05,265000.0,FHA,B-2040-0018-000F,3,2,1,0,0,1,1,1242,2024,Paved,Year Round,920 S 25 #18F E
106623,0.16,0.0,2025-04-28,2024-05-02,365000,0,0,2025-05-16,367000.0,CONV,B-2042-0011-000W,3,2,1,0,0,1,1,1651,2024,Paved,,4519 W 300 N
106651,0.39,100.0,2025-02-21,2024-05-03,1700000,1554,0,2025-02-26,1345600.0,CASH,A-1184-0003-0000,4,3,0,0,3,1,1,4222,2008,Paved,,427 W Hunter Ridge
106748,0.5,5.0,2024-11-22,2024-05-09,749000,1896,0,2025-01-09,690000.0,CASH,D-1213-000E-0009,4,3,0,0,1,1,1,5138,2023,Paved,Year Round,1311 S 4175 W
106806,0.53,100.0,2024-11-27,2024-05-14,779900,1634,0,2025-02-10,750000.0,CONV,B-1804-0016-0000,6,3,0,0,1,1,1,3268,2015,Paved,Year Round,3445 W 1375 N
106867,0.26,0.0,2024-10-17,2024-05-17,458900,0,0,2025-01-15,458900.0,VA,B-2020-0152-0000,3,2,0,0,0,1,1,1773,2024,Paved,Year Round,4631 W 200 Lot 152 N
106907,0.5,0.0,2024-09-05,2024-05-19,385000,0,1199,2025-03-28,375000.0,CONV,D-1189-000A-0021,3,2,0,0,0,1,1,1268,1995,Paved,Year Round,4169 W 475 N
106919,0.04,0.0,2025-04-17,2024-05-21,825000,0,4500,2025-06-03,745000.0,CONV,A-1204-0001-0000,4,3,1,0,1,1,1,2777,2019,Paved,,310 N Hwy 143 #1
106963,0.3,100.0,2025-03-07,2024-05-23,459000,1605,6150,2025-04-01,465750.0,FHA,B-1132-0007-0033,6,4,0,0,1,1,1,3228,1994,Paved,Year Round,965 W 600 S
106976,0.1,0.0,2025-05-05,2024-05-23,379900,0,0,2025-06-02,379900.0,CONV,B-2031-0006-000N,4,2,1,0,1,1,1,1806,2024,Paved,Year Round,1055 N Fern Street
106977,0.1,0.0,2025-05-05,2024-05-23,379900,0,0,2025-06-02,379900.0,CONV,B-2031-0006-000S,4,2,1,0,1,1,1,1806,2024,Paved,,1049 N Fern Street
106996,0.16,0.0,2025-01-07,2024-05-24,442500,0,1000,2025-01-27,432500.0,CONV,B-1999-0046-0000,3,2,0,0,1,1,1,1633,2019,Paved,Year Round,2823 W 25 N Sterling Drive
107032,0.11,0.0,2025-04-01,2024-05-29,345000,0,9355,2025-05-15,340000.0,FHA,B-1873-0027-000N,4,2,1,0,0,1,1,2305,2021,Paved,Year Round,904 S 25 E
107058,4.34,100.0,2024-08-15,2024-05-30,2198000,3782,0,2025-01-21,1890000.0,CONV,B-1598-0009-0000,5,4,1,0,2,1,1,7294,2006,Paved,,3557 W 1600 N
107064,0.16,0.0,2025-02-01,2024-05-31,449900,0,15000,2025-02-14,460000.0,CASH,B-2033-0033-0000,5,3,0,0,1,1,1,2020,2024,Paved,Year Round,3335 W Indigo Street
107075,0.0,100.0,2025-06-23,2024-05-31,399900,268,0,2025-07-09,395000.0,CASH,A-1200-0AA3-0000,2,2,0,0,1,1,1,1168,2010,Paved,,74 W Ridge View #AA3 or #A7 Street
107217,0.35,0.0,2024-12-02,2024-06-10,750000,0,0,2025-03-21,740000.0,CASH,B-1424-0002-0000,4,3,0,0,1,1,1,2785,2021,Paved,Year Round,389 S Mesa Hills Drive
112303,0.42,0.0,2025-09-30,2025-07-17,799900,0,0,2025-11-12,799900.0,Own Fin,B-2011-0012-0000,3,2,1,0,1,1,1,2868,2024,Paved,Year Round,2290 S Canyon Circle
112304,0.3,100.0,2025-07-20,2025-07-16,500000,1032,0,2025-08-14,500000.0,CASH,B-0253-0000-0000,6,3,0,0,0,2,2,2605,1924,Paved,Year Round,264 S 100 W
107234,0.26,0.0,2025-01-28,2024-06-12,591000,0,0,2025-02-27,576000.0,CONV,B-2020-0079-0000,4,2,1,0,1,1,1,2143,2024,Paved,Year Round,4326 W 200 North Circle
107240,0.46,0.0,2024-12-17,2024-06-13,544000,0,10000,2025-01-17,544000.0,CONV,A-0907-0005-0000,3,2,0,0,0,1,1,1600,2024,Paved,Year Round,4256 N Tomahawk
107243,0.26,90.0,2024-06-13,2024-06-12,469000,1117,0,2025-01-07,481840.0,CONV,B-2020-0146-0000,4,2,1,0,0,1,1,2536,2024,Paved,Year Round,4676 W 200 Lot 146 N
107248,0.12,0.0,2025-05-01,2024-06-13,371005,0,5000,2025-05-29,371005.0,CONV,B-2029-0017-000W,3,2,0,0,0,1,1,1448,2024,Paved,,347 W Bradley Lane Lot 17W
112306,0.24,0.0,2025-07-22,2025-07-17,469900,0,0,2025-09-12,494900.0,CONV,B-1857-0027-0121,4,2,0,0,0,1,1,1786,2025,Paved,Year Round,596 S Foundation Trail
112308,0.28,0.0,2025-08-21,2025-07-17,429900,0,6500,2025-09-22,429900.0,CONV,A-0798-0022-0000,3,3,0,0,0,1,1,1630,2025,Paved,Year Round,4961 N Winchester
112313,0.5,0.0,2025-07-21,2025-07-18,249900,0,0,2025-08-15,249900.0,CASH,A-1115-0003-0012,2,0,1,0,1,1,1,1080,1972,,Seasonal,268 W Bobcat Road
112319,0.4,100.0,2025-10-02,2025-07-18,550000,1890,0,2025-10-31,550000.0,CONV,B-1747-0006-0000,5,4,0,0,1,1,1,3780,2005,Paved,Year Round,3820 W 1475 N
112323,0.18,0.0,2025-08-18,2025-07-18,422000,0,5600,2025-09-03,415000.0,CONV,B-1947-0005-0000,3,1,0,1,1,1,1,1802,2016,Paved,,1794 N Magnolia Lane
112330,0.46,0.0,2025-07-26,2025-07-19,360000,0,12000,2025-08-26,360000.0,FHA,D-0518-0044-0000,3,2,0,0,0,1,1,1200,1996,Paved,Year Round,5153 N 2950 W
112336,0.42,100.0,2025-07-30,2025-07-21,449000,777,9000,2025-09-02,450000.0,FHA,A-0780-0000-000D-06,5,2,1,0,1,1,1,2290,1999,Paved,Year Round,4951 N Mule Train Drive
112344,0.34,0.0,2025-07-18,2025-07-18,692000,0,0,2025-09-04,742979.0,VA,B-2012-0640-0000,3,2,1,0,1,1,1,1971,2025,Paved,,2870 W Mountain Ranch Road
112366,0.16,0.0,2025-08-15,2025-07-23,385000,0,10000,2025-09-17,370000.0,FHA,B-1582-0035-0000,3,1,0,1,1,1,1,1597,2004,Paved,,4182 W 150 N
112377,0.52,85.0,2025-07-29,2025-07-23,474900,1365,10000,2025-08-29,474900.0,CONV,A-0878-0012-0008,4,2,0,0,1,1,1,2749,1998,Paved,,114 W Palomino Drive
107303,0.03,0.0,2025-02-20,2024-06-18,65000,0,0,2025-03-27,60000.0,CASH,A-0504-0003-0004-09,1,1,0,0,0,1,1,456,2000,Paved,,409 Kari
107321,0.25,25.0,2025-01-23,2024-06-19,515000,1817,9800,2025-02-21,490000.0,CONV,B-1781-0004-0000,3,2,0,0,1,1,1,3892,2006,Paved,Year Round,2367 N Monarch Circle
112733,0.2,0.0,2025-10-16,2025-08-21,355000,0,10000,2025-11-05,350000.0,VA,B-1046-0006-0000,5,3,0,0,0,1,1,1860,1976,,Year Round,373 E 440 S
112382,0.2,0.0,2025-08-06,2025-07-23,535900,1681,8950,2025-10-09,535900.0,CONV,B-2017-0034-0000,3,2,0,0,1,1,1,3531,2025,Paved,,123 N Sterling Dr (Lot 34 Phs 4 Crescent Hills)
107410,0.14,0.0,2025-05-09,2024-06-26,412500,0,0,2025-06-18,412500.0,FHA,B-2046-008S-0000,3,2,0,0,0,1,1,1743,2024,Paved,Year Round,1823 N Golden Eagle
107412,0.12,0.0,2025-03-25,2024-06-25,382000,0,3500,2025-04-25,380000.0,CONV,B-2046-001N-0000,3,2,0,0,0,1,1,1445,2024,Paved,Year Round,1849 N Golden Eagle
112735,0.65,0.0,2025-09-22,2025-08-21,529900,0,10000,2025-10-30,525900.0,FHA,D-1212-0005-0000,3,2,0,0,0,1,1,1620,2016,Paved,,2424 W 4390 N
107441,0.11,0.0,2024-12-14,2024-06-27,315000,0,15000,2025-01-20,315000.0,CONV,B-2038-0003-000W,3,2,0,0,0,1,1,1176,2024,Paved,Year Round,489 W 2360 N
107475,0.0,0.0,2025-01-14,2024-06-28,274999,0,900,2025-02-20,274000.0,CONV,A-1150-0004-0030,2,1,0,0,1,1,1,865,1971,Paved,Year Round,356 S HWY 143 #J-34
107523,0.25,100.0,2025-04-18,2024-07-01,619900,1686,0,2025-05-12,600000.0,CONV,B-2031-0015-0000,6,4,0,0,1,1,1,3372,2024,,Year Round,1041 N Olesia Street
107558,0.16,0.0,2025-04-29,2024-07-05,452000,0,10000,2025-05-27,447000.0,CONV,B-2033-0013-0000,5,3,0,0,1,1,1,2020,2024,Paved,,3322 W Pointe West Way
107582,0.27,100.0,2025-05-01,2024-07-08,579900,0,0,2025-06-02,570000.0,CONV,B-2031-0016-0000,4,2,1,0,1,1,1,2624,2024,Paved,Year Round,1029 N Olesia Street
107626,0.03,0.0,2025-02-25,2024-07-11,319900,0,9913,2025-03-31,319900.0,FHA,B-1436-0011-0000,3,2,1,0,0,1,1,1625,2024,Paved,,4283 W HWY 56 #11
107627,0.0,0.0,2024-12-17,2024-07-11,165000,0,0,2025-01-10,150000.0,CONV,A-1153-0026-0000,0,1,0,0,0,1,1,480,1980,Paved,,385 S Vasels (fka Brian Head Blvd) #26
107640,0.23,15.0,2025-02-08,2024-07-11,485000,1715,23000,2025-03-12,498000.0,VA,B-1601-0000-0000,3,2,0,0,0,1,1,3430,2020,Paved,Year Round,3782 W 1300 N
107647,0.51,100.0,2024-12-19,2024-07-12,410000,832,0,2025-01-29,390000.0,CONV,D-1189-000A-0006,3,2,1,0,1,1,1,2209,1994,Paved,Year Round,4098 W 575 N
107715,0.67,70.0,2024-11-22,2024-07-17,499900,930,0,2025-05-01,499900.0,CONV,A-0868-0000-0000,5,2,0,0,1,1,1,2980,1977,Paved,,3793 N Minersville Road
107730,0.24,0.0,2025-01-06,2024-07-18,595500,0,0,2025-01-17,585000.0,CASH,B-2012-0925-0000,3,2,0,0,1,1,1,1912,2024,Paved,Year Round,1809 S Hidden Canyon Road
107749,0.23,100.0,2025-04-03,2024-07-19,601800,1894,15000,2025-05-13,619300.0,CONV,B-1877-0102-0000,7,3,0,0,0,1,1,3779,2025,Paved,Year Round,2528 W Black Sage Drive
107756,0.26,50.0,2024-12-20,2024-07-19,489000,1117,0,2025-02-28,496000.0,CONV,B-2020-0149-0000,4,2,1,0,0,1,1,2536,2024,Paved,Year Round,4677 W 200 Lot 149 N
107771,0.2,10.0,2024-07-22,2024-07-22,475000,1455,0,2025-01-10,501897.0,CASH,B-2017-0038-0000,3,3,0,0,1,1,1,3049,2024,Paved,,59 N Sterling Dr (Lot 38 Phs 4 Crescent Hills)
107774,0.3,0.0,2024-12-27,2024-07-23,779500,0,0,2025-01-17,779500.0,CONV,B-2012-0923-0000,3,2,1,0,1,1,1,2500,2024,Paved,Year Round,1841 S Hidden Canyon Road
107787,0.35,0.0,2024-07-24,2024-07-22,609925,0,0,2025-01-08,609925.0,CASH,D-0535-0004-0000,4,2,1,0,1,1,1,2115,2024,Paved,Year Round,2368 W 5190 Lot 3 Ph 1 N
107794,0.0,0.0,2024-12-09,2024-07-24,145000,0,0,2025-01-02,145000.0,CASH,A-1197-000E-0307,0,0,0,1,1,1,1,375,1984,Paved,Year Round,223 Hunter Ridge #e307 Road
107804,0.02,0.0,2025-04-30,2024-07-25,630000,0,0,2025-05-14,555000.0,CASH,A-1205-0008-000D,2,2,0,0,1,1,1,1759,2006,Paved,Year Round,270 S HWY 143 8D
107827,0.19,0.0,2025-01-03,2024-07-26,379000,0,5000,2025-01-23,357000.0,CONV,B-1105-0004-0000,3,2,0,0,1,1,1,1850,1993,Paved,Year Round,37 S 580 E
107851,0.11,0.0,2025-04-15,2024-07-29,349000,0,0,2025-06-20,330000.0,CONV,B-0897-0003-0000,3,2,1,0,0,1,1,1515,2024,Paved,Year Round,273 W 400 N
107852,0.12,0.0,2025-04-15,2024-07-29,349000,0,0,2025-06-23,330000.0,CONV,B-0897-0002-0000,3,2,1,0,0,1,1,1515,2024,Paved,Year Round,275 W 400 N
107853,0.24,100.0,2024-09-28,2024-07-28,599990,1650,0,2025-04-10,585000.0,CASH,B-1798-0020-0000,6,3,0,0,1,1,1,3300,2017,Paved,Year Round,78 S 4050 W
109177,0.28,100.0,2024-12-07,2024-11-18,600000,1858,6000,2025-02-14,600000.0,Other,B-1858-0025-0000,6,4,0,0,0,2,1,3716,2007,Paved,Year Round,2762 W 375 S S
107882,0.04,0.0,2025-01-15,2024-07-31,309000,0,650,2025-02-14,290000.0,CONV,B-1898-0066-0000,3,2,1,0,0,1,1,1538,2019,Paved,Year Round,175 E Fiddlers Canyon #66
107897,0.02,0.0,2025-03-21,2024-08-01,299000,0,0,2025-04-11,292000.0,CASH,B-2013-0049-0000,3,2,1,0,0,1,1,1500,2024,Paved,Year Round,498 W 1225 49 N
107902,0.04,100.0,2025-05-27,2024-08-01,435000,268,0,2025-07-07,410000.0,Owner 1st,A-1200-0BA3-0000,2,2,0,0,2,1,1,1168,2008,,Year Round,74 W Ridge View #B7
107905,0.14,0.0,2024-08-02,2024-08-02,398880,0,0,2025-01-28,398880.0,CONV,B-2029-0023-000E,3,2,0,0,0,1,1,1448,2024,Paved,Year Round,379 W Rosie Lot 23E Loop
107909,0.0,0.0,2025-07-18,2024-08-02,298000,0,0,2025-08-20,267500.0,CONV,A-1150-0002-0001-113,2,2,0,0,1,1,1,842,1973,Paved,,312 S HWY 143 143 #7a
107933,0.69,100.0,2025-01-28,2024-08-05,375000,300,0,2025-03-03,345000.0,FHA,E-0843-0002-0001-021,3,3,0,0,2,1,1,1700,2003,,Year Round,4040 S 17550 W
107972,0.02,0.0,2025-01-20,2024-08-08,275000,0,0,2025-02-21,270000.0,CONV,B-2013-0046-0000,2,2,1,0,0,1,1,1388,2024,Paved,Year Round,498 W 1225 46 N
107973,0.02,0.0,2024-12-11,2024-08-08,275000,0,0,2025-01-03,270000.0,CONV,B-2013-0048-0000,2,2,1,0,0,1,1,1388,2024,Paved,Year Round,498 W 1225 48 N
107996,0.13,0.0,2024-08-16,2024-08-09,417500,0,0,2025-01-08,417500.0,CASH,B-0777-0078-0080,3,2,0,0,0,1,1,1743,2024,Paved,Year Round,3087 W Ekko View Loop
108003,0.33,0.0,2025-04-29,2024-08-09,584000,1823,0,2025-06-18,595000.0,CONV,B-2028-0006-0000,3,2,0,0,1,1,1,3646,2024,Paved,,3852 W 925 N
108004,0.33,0.0,2025-08-27,2024-08-09,604900,1830,0,2025-09-16,597500.0,CONV,B-2028-0007-0000,3,2,1,0,1,1,1,3660,2024,Paved,Year Round,3837 W 925 N
108027,0.5,100.0,2025-02-05,2024-08-13,385000,1014,0,2025-03-17,385000.0,CONV,A-0840-0002-0004,4,2,0,0,0,1,1,2028,1994,Paved,Year Round,4562 N Old Scout Trail
108081,0.02,0.0,2024-12-16,2024-08-16,288000,0,0,2025-01-17,278000.0,CONV,B-1386-0047-0000,3,2,1,0,0,1,1,1620,2020,Paved,Year Round,1560 S Topaz #C #c;;;1560 1450 #c
108093,0.17,100.0,2025-02-25,2024-08-16,353000,1050,6000,2025-03-26,328000.0,CONV,B-1195-0001-0003,5,2,0,0,1,1,1,2100,1979,Paved,Year Round,1067 Desert Pines Drive
108113,0.14,0.0,2024-09-30,2024-08-21,388250,0,0,2025-01-29,388250.0,VA,B-2029-0023-000W,3,2,0,0,0,1,2,1448,2024,Paved,Year Round,387 W Rosie Lot 23W Loop
108130,1.25,0.0,2024-12-13,2024-08-19,525000,0,0,2025-01-10,525000.0,CONV,D-1188-000B-0006,4,2,1,0,1,1,1,2245,1994,Paved,Year Round,1454 S 4200 W
108138,3.0,100.0,2025-07-15,2024-08-22,850000,1925,0,2025-07-30,805000.0,CASH,A-0507-0006-0000,4,3,0,0,2,1,1,3850,2014,Paved,Year Round,850 S 750 W
108140,0.0,0.0,2025-01-06,2024-08-23,425000,0,0,2025-01-29,360000.0,CONV,A-1173-0002-0000,2,2,0,0,1,1,1,930,1981,Paved,Year Round,407 S Vasels # 2 Road
112766,0.12,0.0,2025-10-06,2025-08-22,354000,0,11000,2025-11-06,339500.0,CONV,B-1832-0031-0001,3,2,1,0,0,1,1,1690,2006,Paved,,1329 W 1600 S
108217,0.28,0.0,2024-12-23,2024-08-30,420000,0,0,2025-01-17,415000.0,CASH,A-0798-0010-0000,3,2,1,0,0,1,1,1631,2024,Paved,Year Round,866 E Winchester lot 10 Drive
108218,0.28,0.0,2025-07-09,2024-08-30,459990,0,0,2025-08-29,450000.0,CONV,A-0798-0012-0000,4,1,1,1,0,1,1,2264,2024,Paved,Year Round,4892 N Springfield lot 12 Circle
108219,0.28,0.0,2025-09-12,2024-08-30,439900,0,0,2025-10-31,445900.0,CONV,A-0798-0013-00AM,3,2,0,0,0,1,1,1811,2024,Paved,Year Round,4886 N Springfield lot 13 Circle
108220,0.37,0.0,2025-10-13,2024-08-30,449000,0,0,2025-11-13,435000.0,VA,A-0798-0015-0000,4,2,1,0,0,1,1,2264,2024,Paved,Year Round,4889 N Springfield lot 15 Circle
108221,0.28,0.0,2025-02-10,2024-08-30,465000,0,0,2025-03-19,465000.0,CONV,A-0798-0016-0000,3,2,0,0,0,1,1,1811,2024,Paved,Year Round,4891 N Springfield lot 16 Circle
108228,0.1,0.0,2025-01-23,2024-08-29,379900,0,0,2025-02-21,387900.0,CONV,B-2031-0005-000S,4,2,1,0,1,1,1,1806,2024,,Year Round,1061 N Fern Street
108229,0.1,0.0,2025-03-24,2024-08-29,379900,0,6000,2025-04-25,386000.0,FHA,B-2031-0005-000N,4,2,1,0,1,1,1,1806,2024,,Year Round,1065 N Fern Street
108256,0.41,0.0,2025-02-05,2024-09-03,449900,0,10000,2025-03-14,449900.0,CONV,A-0938-0024-0000,3,2,0,0,0,1,1,1450,2005,Paved,Year Round,4795 N Halterman
108318,0.26,0.0,2025-04-21,2024-09-06,469900,0,12000,2025-05-14,465000.0,CONV,A-0798-0008-0000,4,2,0,0,0,1,1,2169,2024,Paved,Year Round,888 E Winchester Drive
108325,6.02,0.0,2025-02-26,2024-09-07,410000,0,0,2025-03-31,400000.0,VA,D-0503-0007-0000,1,1,0,0,1,1,1,770,2019,Unimproved,Year Round,2558 W 6200 N
108336,0.24,0.0,2025-01-28,2024-09-09,464900,0,0,2025-02-11,459000.0,CASH,B-1857-0027-0089,4,2,0,0,0,1,1,1758,2024,Paved,Year Round,492 S Cedar Creek Drive
108339,0.54,100.0,2025-01-24,2024-09-09,559900,1077,0,2025-03-03,489000.0,VA,B-1340-0004-0014,6,4,0,0,1,1,1,3281,1992,Paved,,826 E Cottontail Circle
108343,0.0,0.0,2025-01-18,2024-09-09,262500,0,0,2025-03-05,225000.0,CASH,A-0052-0020-0000,3,2,0,0,1,1,1,1274,1985,Paved,,170 S 300 East #F1
108353,0.14,0.0,2025-06-02,2024-09-10,299900,0,10086,2025-07-15,299900.0,FHA,B-1711-0008-0000,3,2,0,0,0,1,1,1218,2002,,Year Round,637 W 1300 N
108356,0.0,0.0,2024-11-15,2024-09-11,148000,0,0,2025-01-21,145000.0,CONV,0,3,2,0,0,0,1,1,1200,2023,Paved,,780 W 1125 #20 N
108371,0.02,100.0,2024-10-30,2024-09-11,379000,405,0,2025-02-05,360000.0,CASH,B-2041-0005-000A,3,3,1,0,0,1,1,2272,2024,Paved,Year Round,665 E 2015 #5A N
108376,0.1,0.0,2024-10-20,2024-09-12,229000,0,0,2025-04-22,228500.0,CASH,B-1893-0007-0000,2,1,0,0,0,1,1,768,2007,Paved,,1882 N 1600 Access N Road
108379,0.02,0.0,2024-11-13,2024-09-12,249000,0,0,2025-01-24,250000.0,Utah Hsng,B-1917-0056-0000,3,2,1,0,0,1,1,1335,2008,Paved,,340 W 1425 #57 N
108396,3.8,100.0,2025-02-07,2024-09-13,774000,1683,0,2025-03-27,750000.0,CASH,D-1139-0010-0085,3,3,0,0,1,1,1,3366,2012,Paved,,1222 S Panorama Drive
108401,0.02,0.0,2024-12-30,2024-09-13,305000,0,0,2025-01-24,300000.0,CASH,B-2043-0002-0000,3,2,1,0,0,1,1,1518,2024,Paved,Year Round,535 W 2530 Unit 2 N
108402,0.02,0.0,2025-07-01,2024-09-13,305000,0,0,2025-07-31,307500.0,FHA,B-2043-0003-0000,3,2,1,0,0,1,1,1518,2024,Paved,Year Round,535 W 2530 Unit 3 N
108403,0.02,0.0,2025-06-30,2024-09-13,305000,0,0,2025-07-31,301000.0,CONV,B-2043-0004-0000,3,2,1,0,0,1,1,1518,2024,Paved,Year Round,535 W 2530 Unit 4 N
108404,0.02,0.0,2025-01-07,2024-09-13,310000,0,0,2025-01-08,303000.0,CONV,B-2043-0005-0000,3,2,1,0,0,1,1,1518,2024,Paved,Year Round,535 W 2530 Unit 5 N
108406,0.01,0.0,2025-01-10,2024-09-13,260000,0,0,2025-02-11,260000.0,FHA,B-2043-0012-0000,3,1,1,0,0,1,1,1270,2024,Paved,Year Round,535 W 2530 Unit 12 N
108425,2.23,0.0,2025-04-07,2024-09-16,899000,0,0,2025-05-05,884000.0,CASH,D-1139-0005-0015,4,2,0,0,1,1,1,2264,2003,Paved,Year Round,3996 W 1950 S
108433,0.5,100.0,2025-02-20,2024-09-16,588000,1260,10000,2025-03-26,575000.0,CONV,A-0840-0002-0008,7,4,1,0,1,1,1,3888,1993,Paved,,4498 N Old Scout Trail
108445,1.1,100.0,2025-01-27,2024-09-17,725000,1650,0,2025-02-25,702800.0,CONV,E-0171-0002-0011,6,3,0,0,1,1,1,3300,2020,Paved,Year Round,6722 W 1300 N
108491,0.24,95.0,2024-12-13,2024-09-21,459000,1441,0,2025-01-10,465000.0,VA,B-1340-0003-0005,5,3,0,0,1,1,1,2902,1999,Paved,Year Round,2178 N Cottontail Drive
108493,0.2,0.0,2025-02-04,2024-09-23,300000,0,9000,2025-03-12,290000.0,CONV,B-0359-0001-0000,3,2,0,0,0,1,1,1600,1989,Paved,Year Round,317 E 400 S
108494,0.49,0.0,2025-03-15,2024-09-20,615000,0,0,2025-04-03,600000.0,CONV,D-1212-0004-0000,4,2,1,0,1,1,1,2143,2022,Paved,Year Round,2402 W 4390 N
108500,0.03,0.0,2024-10-07,2024-09-23,319900,0,0,2025-01-03,319900.0,CONV,B-2018-0041-0000,3,2,1,0,0,1,1,1776,2024,Paved,Year Round,2875 W Cody #41 Drive
